flow;avg;median;std;gini;herf;hoov;palm;thlt;thll;max;top01;top02;top05;top10;pc20;pc50;pc80
540;800.66;795.5;74.1647787;0.052136987;4.31E-05;0.037473085;4.022909364;0.004257809;-0.004242563;1024;985.24;959.22;934.35;892.8;735.8;795.5;857
541;796.19;794;70.26431456;0.049280699;3.91E-05;0.034805637;3.934166;0.003906469;-0.003938087;1025;970.01;935.06;898.95;887.1;735.6;794;857.2
542;793.08;788;102.1366908;0.065869395;8.33E-05;0.044966964;3.948971193;0.0090065;-0.010097505;1029;1003.17;982.04;950.05;903.1;729;788;876.4
543;808.03;803;70.2104629;0.04793504;3.79E-05;0.033527654;4.072310295;0.00372899;-0.003699061;1033;1001.23;1000.02;927.05;893.7;752.8;803;855
544;806.58;805;72.29746607;0.049366585;4.04E-05;0.033388876;3.7963138;0.004021811;-0.004046704;1021;974.13;968;941.15;900.9;747.8;805;851.2
545;804.135;799;77.50694662;0.052183806;4.67E-05;0.036184503;3.949823622;0.004589123;-0.004567402;1135;1026.39;1013.04;927;901.1;737;799;858.4
546;808.28;793;76.65710404;0.051292126;4.52E-05;0.036831544;4.12626968;0.004371452;-0.004270248;1135;1037.53;982.08;959.3;907.1;748.8;793;864.2
547;807.62;804;73.03461919;0.049690696;4.11E-05;0.034336074;4.032576136;0.004034406;-0.003998927;1079;1005.36;973.24;934.15;908.2;753;804;857.2
548;804.04;803;71.50649201;0.049641249;3.97E-05;0.035551963;3.842437733;0.003970053;-0.004007533;1021;983.06;976.06;913.15;897;740;803;857.4
549;805.06;791.5;88.44679983;0.059344645;6.07E-05;0.041678384;3.898156011;0.006012098;-0.006051113;1133;1053.23;1027.34;943.3;911.1;735;791.5;876.6
550;794.96;797;107.8072743;0.067142875;9.24E-05;0.044310909;3.817526345;0.010142331;-0.011595968;1039;1031.02;1002.42;947.05;917.1;741;797;864.2
